id,trial_id,size,fill_a,fill_b,job_name,pod_name,logs_end,logs_end_time,logs_start,logs_start_time,logs_wall_cs,logs_wall_us,logs_cpu_usage,pod_creation_timestamp,container_creation_timestamp,started_at,finished_at,scheduled_at
24,10,350,14,66,,,,,,,,,,,,,,
25,1,360,95,2,,,,,,,,,,,,,,
25,2,360,95,2,,,,,,,,,,,,,,
25,3,360,95,2,,,,,,,,,,,,,,
25,4,360,95,2,,,,,,,,,,,,,,
25,5,360,95,2,,,,,,,,,,,,,,
25,6,360,95,2,,,,,,,,,,,,,,
25,7,360,95,2,,,,,,,,,,,,,,
25,8,360,95,2,,,,,,,,,,,,,,
25,9,360,95,2,,,,,,,,,,,,,,
25,10,360,95,2,,,,,,,,,,,,,,
26,1,370,28,61,,,,,,,,,,,,,,
26,2,370,28,61,,,,,,,,,,,,,,
26,3,370,28,61,,,,,,,,,,,,,,
26,4,370,28,61,,,,,,,,,,,,,,
26,5,370,28,61,,,,,,,,,,,,,,
26,6,370,28,61,,,,,,,,,,,,,,
26,7,370,28,61,,,,,,,,,,,,,,
26,8,370,28,61,,,,,,,,,,,,,,
26,9,370,28,61,,,,,,,,,,,,,,
26,10,370,28,61,,,,,,,,,,,,,,
27,1,380,63,19,,,,,,,,,,,,,,
27,2,380,63,19,,,,,,,,,,,,,,
27,3,380,63,19,,,,,,,,,,,,,,
27,4,380,63,19,,,,,,,,,,,,,,
27,5,380,63,19,,,,,,,,,,,,,,
27,6,380,63,19,,,,,,,,,,,,,,
27,7,380,63,19,,,,,,,,,,,,,,
27,8,380,63,19,,,,,,,,,,,,,,
27,9,380,63,19,,,,,,,,,,,,,,
27,10,380,63,19,,,,,,,,,,,,,,
28,1,390,1,100,,,,,,,,,,,,,,
28,2,390,1,100,,,,,,,,,,,,,,
28,3,390,1,100,,,,,,,,,,,,,,
28,4,390,1,100,,,,,,,,,,,,,,
28,5,390,1,100,,,,,,,,,,,,,,
28,6,390,1,100,,,,,,,,,,,,,,
28,7,390,1,100,,,,,,,,,,,,,,
28,8,390,1,100,,,,,,,,,,,,,,
28,9,390,1,100,,,,,,,,,,,,,,
28,10,390,1,100,,,,,,,,,,,,,,
29,1,410,39,52,,,,,,,,,,,,,,
29,2,410,39,52,,,,,,,,,,,,,,
29,3,410,39,52,,,,,,,,,,,,,,
29,4,410,39,52,,,,,,,,,,,,,,
29,5,410,39,52,,,,,,,,,,,,,,
29,6,410,39,52,,,,,,,,,,,,,,
29,7,410,39,52,,,,,,,,,,,,,,
29,8,410,39,52,,,,,,,,,,,,,,
29,9,410,39,52,,,,,,,,,,,,,,
29,10,410,39,52,,,,,,,,,,,,,,
30,1,420,70,11,,,,,,,,,,,,,,
30,2,420,70,11,,,,,,,,,,,,,,
30,3,420,70,11,,,,,,,,,,,,,,
30,4,420,70,11,,,,,,,,,,,,,,
30,5,420,70,11,,,,,,,,,,,,,,
30,6,420,70,11,,,,,,,,,,,,,,
30,7,420,70,11,,,,,,,,,,,,,,
30,8,420,70,11,,,,,,,,,,,,,,
30,9,420,70,11,,,,,,,,,,,,,,
30,10,420,70,11,,,,,,,,,,,,,,
31,1,430,8,83,,,,,,,,,,,,,,
31,2,430,8,83,,,,,,,,,,,,,,
31,3,430,8,83,,,,,,,,,,,,,,
31,4,430,8,83,,,,,,,,,,,,,,
31,5,430,8,83,,,,,,,,,,,,,,
31,6,430,8,83,,,,,,,,,,,,,,
31,7,430,8,83,,,,,,,,,,,,,,
31,8,430,8,83,,,,,,,,,,,,,,
31,9,430,8,83,,,,,,,,,,,,,,
31,10,430,8,83,,,,,,,,,,,,,,
32,1,440,48,29,,,,,,,,,,,,,,
32,2,440,48,29,,,,,,,,,,,,,,
32,3,440,48,29,,,,,,,,,,,,,,
32,4,440,48,29,,,,,,,,,,,,,,
32,5,440,48,29,,,,,,,,,,,,,,
32,6,440,48,29,,,,,,,,,,,,,,
32,7,440,48,29,,,,,,,,,,,,,,
32,8,440,48,29,,,,,,,,,,,,,,
32,9,440,48,29,,,,,,,,,,,,,,
32,10,440,48,29,,,,,,,,,,,,,,
33,1,450,55,6,,,,,,,,,,,,,,
33,2,450,55,6,,,,,,,,,,,,,,
33,3,450,55,6,,,,,,,,,,,,,,
33,4,450,55,6,,,,,,,,,,,,,,
33,5,450,55,6,,,,,,,,,,,,,,
33,6,450,55,6,,,,,,,,,,,,,,
33,7,450,55,6,,,,,,,,,,,,,,
33,8,450,55,6,,,,,,,,,,,,,,
33,9,450,55,6,,,,,,,,,,,,,,
33,10,450,55,6,,,,,,,,,,,,,,
34,1,460,92,27,,,,,,,,,,,,,,
34,2,460,92,27,,,,,,,,,,,,,,
34,3,460,92,27,,,,,,,,,,,,,,
34,4,460,92,27,,,,,,,,,,,,,,
34,5,460,92,27,,,,,,,,,,,,,,
34,6,460,92,27,,,,,,,,,,,,,,
34,7,460,92,27,,,,,,,,,,,,,,
34,8,460,92,27,,,,,,,,,,,,,,
34,9,460,92,27,,,,,,,,,,,,,,
34,10,460,92,27,,,,,,,,,,,,,,
35,1,470,21,73,,,,,,,,,,,,,,
35,2,470,21,73,,,,,,,,,,,,,,
35,3,470,21,73,,,,,,,,,,,,,,
35,4,470,21,73,,,,,,,,,,,,,,
35,5,470,21,73,,,,,,,,,,,,,,
35,6,470,21,73,,,,,,,,,,,,,,
35,7,470,21,73,,,,,,,,,,,,,,
35,8,470,21,73,,,,,,,,,,,,,,
35,9,470,21,73,,,,,,,,,,,,,,
35,10,470,21,73,,,,,,,,,,,,,,
36,1,480,65,34,,,,,,,,,,,,,,
36,2,480,65,34,,,,,,,,,,,,,,
36,3,480,65,34,,,,,,,,,,,,,,
36,4,480,65,34,,,,,,,,,,,,,,
36,5,480,65,34,,,,,,,,,,,,,,
36,6,480,65,34,,,,,,,,,,,,,,
36,7,480,65,34,,,,,,,,,,,,,,
36,8,480,65,34,,,,,,,,,,,,,,
36,9,480,65,34,,,,,,,,,,,,,,
36,10,480,65,34,,,,,,,,,,,,,,
37,1,490,30,89,,,,,,,,,,,,,,
37,2,490,30,89,,,,,,,,,,,,,,
37,3,490,30,89,,,,,,,,,,,,,,
37,4,490,30,89,,,,,,,,,,,,,,
37,5,490,30,89,,,,,,,,,,,,,,
37,6,490,30,89,,,,,,,,,,,,,,
37,7,490,30,89,,,,,,,,,,,,,,
37,8,490,30,89,,,,,,,,,,,,,,
37,9,490,30,89,,,,,,,,,,,,,,
37,10,490,30,89,,,,,,,,,,,,,,
38,1,510,12,56,,,,,,,,,,,,,,
38,2,510,12,56,,,,,,,,,,,,,,
38,3,510,12,56,,,,,,,,,,,,,,
38,4,510,12,56,,,,,,,,,,,,,,
38,5,510,12,56,,,,,,,,,,,,,,
38,6,510,12,56,,,,,,,,,,,,,,
38,7,510,12,56,,,,,,,,,,,,,,
38,8,510,12,56,,,,,,,,,,,,,,
38,9,510,12,56,,,,,,,,,,,,,,
38,10,510,12,56,,,,,,,,,,,,,,
39,1,520,97,4,,,,,,,,,,,,,,
39,2,520,97,4,,,,,,,,,,,,,,
39,3,520,97,4,,,,,,,,,,,,,,
39,4,520,97,4,,,,,,,,,,,,,,
39,5,520,97,4,,,,,,,,,,,,,,
39,6,520,97,4,,,,,,,,,,,,,,
39,7,520,97,4,,,,,,,,,,,,,,
39,8,520,97,4,,,,,,,,,,,,,,
39,9,520,97,4,,,,,,,,,,,,,,
39,10,520,97,4,,,,,,,,,,,,,,
40,1,530,43,85,,,,,,,,,,,,,,
40,2,530,43,85,,,,,,,,,,,,,,
40,3,530,43,85,,,,,,,,,,,,,,
40,4,530,43,85,,,,,,,,,,,,,,
40,5,530,43,85,,,,,,,,,,,,,,
40,6,530,43,85,,,,,,,,,,,,,,
40,7,530,43,85,,,,,,,,,,,,,,
40,8,530,43,85,,,,,,,,,,,,,,
40,9,530,43,85,,,,,,,,,,,,,,
40,10,530,43,85,,,,,,,,,,,,,,
41,1,540,26,64,,,,,,,,,,,,,,
41,2,540,26,64,,,,,,,,,,,,,,
41,3,540,26,64,,,,,,,,,,,,,,
41,4,540,26,64,,,,,,,,,,,,,,
41,5,540,26,64,,,,,,,,,,,,,,
41,6,540,26,64,,,,,,,,,,,,,,
41,7,540,26,64,,,,,,,,,,,,,,
41,8,540,26,64,,,,,,,,,,,,,,
41,9,540,26,64,,,,,,,,,,,,,,
41,10,540,26,64,,,,,,,,,,,,,,
42,1,550,81,15,,,,,,,,,,,,,,
42,2,550,81,15,,,,,,,,,,,,,,
42,3,550,81,15,,,,,,,,,,,,,,
42,4,550,81,15,,,,,,,,,,,,,,
42,5,550,81,15,,,,,,,,,,,,,,
42,6,550,81,15,,,,,,,,,,,,,,
42,7,550,81,15,,,,,,,,,,,,,,
42,8,550,81,15,,,,,,,,,,,,,,
42,9,550,81,15,,,,,,,,,,,,,,
42,10,550,81,15,,,,,,,,,,,,,,
43,1,560,6,91,,,,,,,,,,,,,,
43,2,560,6,91,,,,,,,,,,,,,,
43,3,560,6,91,,,,,,,,,,,,,,
43,4,560,6,91,,,,,,,,,,,,,,
43,5,560,6,91,,,,,,,,,,,,,,
43,6,560,6,91,,,,,,,,,,,,,,
43,7,560,6,91,,,,,,,,,,,,,,
43,8,560,6,91,,,,,,,,,,,,,,
43,9,560,6,91,,,,,,,,,,,,,,
43,10,560,6,91,,,,,,,,,,,,,,
44,1,570,33,58,,,,,,,,,,,,,,
44,2,570,33,58,,,,,,,,,,,,,,
44,3,570,33,58,,,,,,,,,,,,,,
44,4,570,33,58,,,,,,,,,,,,,,
44,5,570,33,58,,,,,,,,,,,,,,
44,6,570,33,58,,,,,,,,,,,,,,
44,7,570,33,58,,,,,,,,,,,,,,
44,8,570,33,58,,,,,,,,,,,,,,
44,9,570,33,58,,,,,,,,,,,,,,
44,10,570,33,58,,,,,,,,,,,,,,
45,1,580,50,20,,,,,,,,,,,,,,
45,2,580,50,20,,,,,,,,,,,,,,
45,3,580,50,20,,,,,,,,,,,,,,
45,4,580,50,20,,,,,,,,,,,,,,
45,5,580,50,20,,,,,,,,,,,,,,
45,6,580,50,20,,,,,,,,,,,,,,
45,7,580,50,20,,,,,,,,,,,,,,
45,8,580,50,20,,,,,,,,,,,,,,
45,9,580,50,20,,,,,,,,,,,,,,
45,10,580,50,20,,,,,,,,,,,,,,
46,1,590,17,79,,,,,,,,,,,,,,
46,2,590,17,79,,,,,,,,,,,,,,
46,3,590,17,79,,,,,,,,,,,,,,
46,4,590,17,79,,,,,,,,,,,,,,
46,5,590,17,79,,,,,,,,,,,,,,
46,6,590,17,79,,,,,,,,,,,,,,
46,7,590,17,79,,,,,,,,,,,,,,
46,8,590,17,79,,,,,,,,,,,,,,
46,9,590,17,79,,,,,,,,,,,,,,
46,10,590,17,79,,,,,,,,,,,,,,
47,1,610,61,9,,,,,,,,,,,,,,
47,2,610,61,9,,,,,,,,,,,,,,
47,3,610,61,9,,,,,,,,,,,,,,
47,4,610,61,9,,,,,,,,,,,,,,
47,5,610,61,9,,,,,,,,,,,,,,
47,6,610,61,9,,,,,,,,,,,,,,
47,7,610,61,9,,,,,,,,,,,,,,
47,8,610,61,9,,,,,,,,,,,,,,
47,9,610,61,9,,,,,,,,,,,,,,
47,10,610,61,9,,,,,,,,,,,,,,
48,1,620,2,95,,,,,,,,,,,,,,
48,2,620,2,95,,,,,,,,,,,,,,
48,3,620,2,95,,,,,,,,,,,,,,
48,4,620,2,95,,,,,,,,,,,,,,
48,5,620,2,95,,,,,,,,,,,,,,
48,6,620,2,95,,,,,,,,,,,,,,
48,7,620,2,95,,,,,,,,,,,,,,
48,8,620,2,95,,,,,,,,,,,,,,
48,9,620,2,95,,,,,,,,,,,,,,
48,10,620,2,95,,,,,,,,,,,,,,
49,1,630,74,38,,,,,,,,,,,,,,
49,2,630,74,38,,,,,,,,,,,,,,
49,3,630,74,38,,,,,,,,,,,,,,
49,4,630,74,38,,,,,,,,,,,,,,
49,5,630,74,38,,,,,,,,,,,,,,
49,6,630,74,38,,,,,,,,,,,,,,
49,7,630,74,38,,,,,,,,,,,,,,
49,8,630,74,38,,,,,,,,,,,,,,
49,9,630,74,38,,,,,,,,,,,,,,
49,10,630,74,38,,,,,,,,,,,,,,
50,1,640,11,86,,,,,,,,,,,,,,
50,2,640,11,86,,,,,,,,,,,,,,
50,3,640,11,86,,,,,,,,,,,,,,
50,4,640,11,86,,,,,,,,,,,,,,
50,5,640,11,86,,,,,,,,,,,,,,
50,6,640,11,86,,,,,,,,,,,,,,
50,7,640,11,86,,,,,,,,,,,,,,
50,8,640,11,86,,,,,,,,,,,,,,
50,9,640,11,86,,,,,,,,,,,,,,
50,10,640,11,86,,,,,,,,,,,,,,
51,1,650,49,26,,,,,,,,,,,,,,
51,2,650,49,26,,,,,,,,,,,,,,
51,3,650,49,26,,,,,,,,,,,,,,
51,4,650,49,26,,,,,,,,,,,,,,
51,5,650,49,26,,,,,,,,,,,,,,
51,6,650,49,26,,,,,,,,,,,,,,
51,7,650,49,26,,,,,,,,,,,,,,
51,8,650,49,26,,,,,,,,,,,,,,
51,9,650,49,26,,,,,,,,,,,,,,
51,10,650,49,26,,,,,,,,,,,,,,
52,1,660,18,68,,,,,,,,,,,,,,
52,2,660,18,68,,,,,,,,,,,,,,
52,3,660,18,68,,,,,,,,,,,,,,
52,4,660,18,68,,,,,,,,,,,,,,
52,5,660,18,68,,,,,,,,,,,,,,
52,6,660,18,68,,,,,,,,,,,,,,
52,7,660,18,68,,,,,,,,,,,,,,
52,8,660,18,68,,,,,,,,,,,,,,
52,9,660,18,68,,,,,,,,,,,,,,
52,10,660,18,68,,,,,,,,,,,,,,
53,1,670,85,5,,,,,,,,,,,,,,
53,2,670,85,5,,,,,,,,,,,,,,
53,3,670,85,5,,,,,,,,,,,,,,
53,4,670,85,5,,,,,,,,,,,,,,
53,5,670,85,5,,,,,,,,,,,,,,
53,6,670,85,5,,,,,,,,,,,,,,
53,7,670,85,5,,,,,,,,,,,,,,
53,8,670,85,5,,,,,,,,,,,,,,
53,9,670,85,5,,,,,,,,,,,,,,
53,10,670,85,5,,,,,,,,,,,,,,
54,1,680,40,72,,,,,,,,,,,,,,
54,2,680,40,72,,,,,,,,,,,,,,
54,3,680,40,72,,,,,,,,,,,,,,
54,4,680,40,72,,,,,,,,,,,,,,
54,5,680,40,72,,,,,,,,,,,,,,
54,6,680,40,72,,,,,,,,,,,,,,
54,7,680,40,72,,,,,,,,,,,,,,
54,8,680,40,72,,,,,,,,,,,,,,
54,9,680,40,72,,,,,,,,,,,,,,
54,10,680,40,72,,,,,,,,,,,,,,
55,1,690,29,63,,,,,,,,,,,,,,
55,2,690,29,63,,,,,,,,,,,,,,
55,3,690,29,63,,,,,,,,,,,,,,
55,4,690,29,63,,,,,,,,,,,,,,
55,5,690,29,63,,,,,,,,,,,,,,
55,6,690,29,63,,,,,,,,,,,,,,
55,7,690,29,63,,,,,,,,,,,,,,
55,8,690,29,63,,,,,,,,,,,,,,
55,9,690,29,63,,,,,,,,,,,,,,
55,10,690,29,63,,,,,,,,,,,,,,
56,1,710,93,14,,,,,,,,,,,,,,
56,2,710,93,14,,,,,,,,,,,,,,
56,3,710,93,14,,,,,,,,,,,,,,
56,4,710,93,14,,,,,,,,,,,,,,
56,5,710,93,14,,,,,,,,,,,,,,
56,6,710,93,14,,,,,,,,,,,,,,
56,7,710,93,14,,,,,,,,,,,,,,
56,8,710,93,14,,,,,,,,,,,,,,
56,9,710,93,14,,,,,,,,,,,,,,
56,10,710,93,14,,,,,,,,,,,,,,
57,1,720,7,88,,,,,,,,,,,,,,
57,2,720,7,88,,,,,,,,,,,,,,
57,3,720,7,88,,,,,,,,,,,,,,
57,4,720,7,88,,,,,,,,,,,,,,
57,5,720,7,88,,,,,,,,,,,,,,
57,6,720,7,88,,,,,,,,,,,,,,
57,7,720,7,88,,,,,,,,,,,,,,
57,8,720,7,88,,,,,,,,,,,,,,
57,9,720,7,88,,,,,,,,,,,,,,
57,10,720,7,88,,,,,,,,,,,,,,
58,1,730,34,54,,,,,,,,,,,,,,
58,2,730,34,54,,,,,,,,,,,,,,
58,3,730,34,54,,,,,,,,,,,,,,
58,4,730,34,54,,,,,,,,,,,,,,
58,5,730,34,54,,,,,,,,,,,,,,
58,6,730,34,54,,,,,,,,,,,,,,
58,7,730,34,54,,,,,,,,,,,,,,
58,8,730,34,54,,,,,,,,,,,,,,
58,9,730,34,54,,,,,,,,,,,,,,
58,10,730,34,54,,,,,,,,,,,,,,
59,1,740,52,17,,,,,,,,,,,,,,
59,2,740,52,17,,,,,,,,,,,,,,
59,3,740,52,17,,,,,,,,,,,,,,
59,4,740,52,17,,,,,,,,,,,,,,
59,5,740,52,17,,,,,,,,,,,,,,
59,6,740,52,17,,,,,,,,,,,,,,
59,7,740,52,17,,,,,,,,,,,,,,
59,8,740,52,17,,,,,,,,,,,,,,
59,9,740,52,17,,,,,,,,,,,,,,
59,10,740,52,17,,,,,,,,,,,,,,
60,1,750,27,71,,,,,,,,,,,,,,
60,2,750,27,71,,,,,,,,,,,,,,
60,3,750,27,71,,,,,,,,,,,,,,
60,4,750,27,71,,,,,,,,,,,,,,
60,5,750,27,71,,,,,,,,,,,,,,
60,6,750,27,71,,,,,,,,,,,,,,
60,7,750,27,71,,,,,,,,,,,,,,
60,8,750,27,71,,,,,,,,,,,,,,
60,9,750,27,71,,,,,,,,,,,,,,
60,10,750,27,71,,,,,,,,,,,,,,
61,1,760,60,30,,,,,,,,,,,,,,
61,2,760,60,30,,,,,,,,,,,,,,
61,3,760,60,30,,,,,,,,,,,,,,
61,4,760,60,30,,,,,,,,,,,,,,
61,5,760,60,30,,,,,,,,,,,,,,
61,6,760,60,30,,,,,,,,,,,,,,
61,7,760,60,30,,,,,,,,,,,,,,
61,8,760,60,30,,,,,,,,,,,,,,
61,9,760,60,30,,,,,,,,,,,,,,
61,10,760,60,30,,,,,,,,,,,,,,
62,1,770,13,82,,,,,,,,,,,,,,
62,2,770,13,82,,,,,,,,,,,,,,
62,3,770,13,82,,,,,,,,,,,,,,
62,4,770,13,82,,,,,,,,,,,,,,
62,5,770,13,82,,,,,,,,,,,,,,
62,6,770,13,82,,,,,,,,,,,,,,
62,7,770,13,82,,,,,,,,,,,,,,
62,8,770,13,82,,,,,,,,,,,,,,
62,9,770,13,82,,,,,,,,,,,,,,
62,10,770,13,82,,,,,,,,,,,,,,
63,1,780,46,36,,,,,,,,,,,,,,
63,2,780,46,36,,,,,,,,,,,,,,
63,3,780,46,36,,,,,,,,,,,,,,
63,4,780,46,36,,,,,,,,,,,,,,
63,5,780,46,36,,,,,,,,,,,,,,
63,6,780,46,36,,,,,,,,,,,,,,
63,7,780,46,36,,,,,,,,,,,,,,
63,8,780,46,36,,,,,,,,,,,,,,
63,9,780,46,36,,,,,,,,,,,,,,
63,10,780,46,36,,,,,,,,,,,,,,
64,1,790,100,8,,,,,,,,,,,,,,
64,2,790,100,8,,,,,,,,,,,,,,
64,3,790,100,8,,,,,,,,,,,,,,
64,4,790,100,8,,,,,,,,,,,,,,
64,5,790,100,8,,,,,,,,,,,,,,
64,6,790,100,8,,,,,,,,,,,,,,
64,7,790,100,8,,,,,,,,,,,,,,
64,8,790,100,8,,,,,,,,,,,,,,
64,9,790,100,8,,,,,,,,,,,,,,
64,10,790,100,8,,,,,,,,,,,,,,
65,1,810,3,94,,,,,,,,,,,,,,
65,2,810,3,94,,,,,,,,,,,,,,
65,3,810,3,94,,,,,,,,,,,,,,
65,4,810,3,94,,,,,,,,,,,,,,
65,5,810,3,94,,,,,,,,,,,,,,
65,6,810,3,94,,,,,,,,,,,,,,
65,7,810,3,94,,,,,,,,,,,,,,
65,8,810,3,94,,,,,,,,,,,,,,
65,9,810,3,94,,,,,,,,,,,,,,
65,10,810,3,94,,,,,,,,,,,,,,
66,1,820,79,22,,,,,,,,,,,,,,
66,2,820,79,22,,,,,,,,,,,,,,
66,3,820,79,22,,,,,,,,,,,,,,
66,4,820,79,22,,,,,,,,,,,,,,
66,5,820,79,22,,,,,,,,,,,,,,
66,6,820,79,22,,,,,,,,,,,,,,
66,7,820,79,22,,,,,,,,,,,,,,
66,8,820,79,22,,,,,,,,,,,,,,
66,9,820,79,22,,,,,,,,,,,,,,
66,10,820,79,22,,,,,,,,,,,,,,
67,1,830,35,69,,,,,,,,,,,,,,
67,2,830,35,69,,,,,,,,,,,,,,
67,3,830,35,69,,,,,,,,,,,,,,
67,4,830,35,69,,,,,,,,,,,,,,
67,5,830,35,69,,,,,,,,,,,,,,
67,6,830,35,69,,,,,,,,,,,,,,
67,7,830,35,69,,,,,,,,,,,,,,
67,8,830,35,69,,,,,,,,,,,,,,
67,9,830,35,69,,,,,,,,,,,,,,
67,10,830,35,69,,,,,,,,,,,,,,
68,1,840,24,57,,,,,,,,,,,,,,
68,2,840,24,57,,,,,,,,,,,,,,
68,3,840,24,57,,,,,,,,,,,,,,
68,4,840,24,57,,,,,,,,,,,,,,
68,5,840,24,57,,,,,,,,,,,,,,
68,6,840,24,57,,,,,,,,,,,,,,
68,7,840,24,57,,,,,,,,,,,,,,
68,8,840,24,57,,,,,,,,,,,,,,
68,9,840,24,57,,,,,,,,,,,,,,
68,10,840,24,57,,,,,,,,,,,,,,
69,1,850,90,10,,,,,,,,,,,,,,
69,2,850,90,10,,,,,,,,,,,,,,
69,3,850,90,10,,,,,,,,,,,,,,
69,4,850,90,10,,,,,,,,,,,,,,
69,5,850,90,10,,,,,,,,,,,,,,
69,6,850,90,10,,,,,,,,,,,,,,
69,7,850,90,10,,,,,,,,,,,,,,
69,8,850,90,10,,,,,,,,,,,,,,
69,9,850,90,10,,,,,,,,,,,,,,
69,10,850,90,10,,,,,,,,,,,,,,
70,1,860,44,16,,,,,,,,,,,,,,
70,2,860,44,16,,,,,,,,,,,,,,
70,3,860,44,16,,,,,,,,,,,,,,
70,4,860,44,16,,,,,,,,,,,,,,
70,5,860,44,16,,,,,,,,,,,,,,
70,6,860,44,16,,,,,,,,,,,,,,
70,7,860,44,16,,,,,,,,,,,,,,
70,8,860,44,16,,,,,,,,,,,,,,
70,9,860,44,16,,,,,,,,,,,,,,
70,10,860,44,16,,,,,,,,,,,,,,
71,1,870,6,99,,,,,,,,,,,,,,
71,2,870,6,99,,,,,,,,,,,,,,
71,3,870,6,99,,,,,,,,,,,,,,
71,4,870,6,99,,,,,,,,,,,,,,
71,5,870,6,99,,,,,,,,,,,,,,
71,6,870,6,99,,,,,,,,,,,,,,
71,7,870,6,99,,,,,,,,,,,,,,
71,8,870,6,99,,,,,,,,,,,,,,
71,9,870,6,99,,,,,,,,,,,,,,
71,10,870,6,99,,,,,,,,,,,,,,
72,1,880,58,41,,,,,,,,,,,,,,
72,2,880,58,41,,,,,,,,,,,,,,
72,3,880,58,41,,,,,,,,,,,,,,
72,4,880,58,41,,,,,,,,,,,,,,
72,5,880,58,41,,,,,,,,,,,,,,
72,6,880,58,41,,,,,,,,,,,,,,
72,7,880,58,41,,,,,,,,,,,,,,
72,8,880,58,41,,,,,,,,,,,,,,
72,9,880,58,41,,,,,,,,,,,,,,
72,10,880,58,41,,,,,,,,,,,,,,
73,1,890,19,76,,,,,,,,,,,,,,
73,2,890,19,76,,,,,,,,,,,,,,
73,3,890,19,76,,,,,,,,,,,,,,
73,4,890,19,76,,,,,,,,,,,,,,
73,5,890,19,76,,,,,,,,,,,,,,
73,6,890,19,76,,,,,,,,,,,,,,
73,7,890,19,76,,,,,,,,,,,,,,
73,8,890,19,76,,,,,,,,,,,,,,
73,9,890,19,76,,,,,,,,,,,,,,
73,10,890,19,76,,,,,,,,,,,,,,
74,1,910,72,23,,,,,,,,,,,,,,
74,2,910,72,23,,,,,,,,,,,,,,
74,3,910,72,23,,,,,,,,,,,,,,
74,4,910,72,23,,,,,,,,,,,,,,
74,5,910,72,23,,,,,,,,,,,,,,
74,6,910,72,23,,,,,,,,,,,,,,
74,7,910,72,23,,,,,,,,,,,,,,
74,8,910,72,23,,,,,,,,,,,,,,
74,9,910,72,23,,,,,,,,,,,,,,
74,10,910,72,23,,,,,,,,,,,,,,
75,1,920,4,80,,,,,,,,,,,,,,
75,2,920,4,80,,,,,,,,,,,,,,
75,3,920,4,80,,,,,,,,,,,,,,
75,4,920,4,80,,,,,,,,,,,,,,
75,5,920,4,80,,,,,,,,,,,,,,
75,6,920,4,80,,,,,,,,,,,,,,
75,7,920,4,80,,,,,,,,,,,,,,
75,8,920,4,80,,,,,,,,,,,,,,
75,9,920,4,80,,,,,,,,,,,,,,
75,10,920,4,80,,,,,,,,,,,,,,
76,1,930,67,33,,,,,,,,,,,,,,
76,2,930,67,33,,,,,,,,,,,,,,
76,3,930,67,33,,,,,,,,,,,,,,
76,4,930,67,33,,,,,,,,,,,,,,
76,5,930,67,33,,,,,,,,,,,,,,
76,6,930,67,33,,,,,,,,,,,,,,
76,7,930,67,33,,,,,,,,,,,,,,
76,8,930,67,33,,,,,,,,,,,,,,
76,9,930,67,33,,,,,,,,,,,,,,
76,10,930,67,33,,,,,,,,,,,,,,
77,1,940,15,62,,,,,,,,,,,,,,
77,2,940,15,62,,,,,,,,,,,,,,
77,3,940,15,62,,,,,,,,,,,,,,
77,4,940,15,62,,,,,,,,,,,,,,
77,5,940,15,62,,,,,,,,,,,,,,
77,6,940,15,62,,,,,,,,,,,,,,
77,7,940,15,62,,,,,,,,,,,,,,
77,8,940,15,62,,,,,,,,,,,,,,
77,9,940,15,62,,,,,,,,,,,,,,
77,10,940,15,62,,,,,,,,,,,,,,
78,1,950,86,2,,,,,,,,,,,,,,
78,2,950,86,2,,,,,,,,,,,,,,
78,3,950,86,2,,,,,,,,,,,,,,
78,4,950,86,2,,,,,,,,,,,,,,
78,5,950,86,2,,,,,,,,,,,,,,
78,6,950,86,2,,,,,,,,,,,,,,
78,7,950,86,2,,,,,,,,,,,,,,
78,8,950,86,2,,,,,,,,,,,,,,
78,9,950,86,2,,,,,,,,,,,,,,
78,10,950,86,2,,,,,,,,,,,,,,
79,1,960,31,47,,,,,,,,,,,,,,
79,2,960,31,47,,,,,,,,,,,,,,
79,3,960,31,47,,,,,,,,,,,,,,
79,4,960,31,47,,,,,,,,,,,,,,
79,5,960,31,47,,,,,,,,,,,,,,
79,6,960,31,47,,,,,,,,,,,,,,
79,7,960,31,47,,,,,,,,,,,,,,
79,8,960,31,47,,,,,,,,,,,,,,
79,9,960,31,47,,,,,,,,,,,,,,
79,10,960,31,47,,,,,,,,,,,,,,
80,1,970,53,18,,,,,,,,,,,,,,
80,2,970,53,18,,,,,,,,,,,,,,
80,3,970,53,18,,,,,,,,,,,,,,
80,4,970,53,18,,,,,,,,,,,,,,
80,5,970,53,18,,,,,,,,,,,,,,
80,6,970,53,18,,,,,,,,,,,,,,
80,7,970,53,18,,,,,,,,,,,,,,
80,8,970,53,18,,,,,,,,,,,,,,
80,9,970,53,18,,,,,,,,,,,,,,
80,10,970,53,18,,,,,,,,,,,,,,
81,1,980,20,91,,,,,,,,,,,,,,
81,2,980,20,91,,,,,,,,,,,,,,
81,3,980,20,91,,,,,,,,,,,,,,
81,4,980,20,91,,,,,,,,,,,,,,
81,5,980,20,91,,,,,,,,,,,,,,
81,6,980,20,91,,,,,,,,,,,,,,
81,7,980,20,91,,,,,,,,,,,,,,
81,8,980,20,91,,,,,,,,,,,,,,
81,9,980,20,91,,,,,,,,,,,,,,
81,10,980,20,91,,,,,,,,,,,,,,
82,1,990,45,7,,,,,,,,,,,,,,
82,2,990,45,7,,,,,,,,,,,,,,
82,3,990,45,7,,,,,,,,,,,,,,
82,4,990,45,7,,,,,,,,,,,,,,
82,5,990,45,7,,,,,,,,,,,,,,
82,6,990,45,7,,,,,,,,,,,,,,
82,7,990,45,7,,,,,,,,,,,,,,
